TranslatedRecipeName,TranslatedIngredients,TotalTimeInMins,Cuisine,Cleaned-Ingredients,Ingredient-count,Canonical_Name,Name_Aliases,Cleaned_RecipeName
Kesar Chai Recipe - A Delicious Saffron Flavored Indian Tea,"1 teaspoon Tea leaves,2 cups Water,1/4 cup Milk,10 Saffron strands - or more",10,North Indian Recipes,"milk,water,saffron strands,tea leaves",4,kesar chai,['a saffron flavored indian tea'],"kesar chai, a saffron flavored indian tea"
Pacha Manga Pachadi Recipe - Tamil Nadu Raw Mango Pachadi Recipe," oil - as per use,1 raw mango - chop big, 1 tablespoon jaggery, 1 cup tamarind water, 1 teaspoon turmeric powder, asafoetida - a pinch, 1 teaspoon mustard, 1 tablespoon sambar powder, 1/2 teaspoon salt, 2 dry red chillies, 1 Sprig Curry leaves",35,Tamil Nadu,"turmeric powder,salt,tamarind water,asafoetida,jaggery,mustard,curry leaves,dry red chillies,oil,mango,sambar powder",11,pacha manga pachadi,['tamil nadu raw mango pachadi'],"pacha manga pachadi, tamil nadu raw mango pachadi"
Short Knot Husband Recipe - Raw Jackfruit & Black Chickpea Stir Fry,"1 cup Kala Chana (Brown Chickpeas) - soaked overnight,4 Dry Red Chillies,4 cloves Garlic,1 inch Cinnamon Stick (Dalchini),1 teaspoon Cumin seeds (Jeera),10 Jackfruit Seeds (Kathal),1 teaspoon Mustard seeds,1 inch Ginger,1/2 cup Fresh coconut,1 sprig Curry leaves,1/2 cup Tamarind Water,1 teaspoon Coriander (Dhania) Seeds,2 Cloves (Laung),1 teaspoon Turmeric powder (Haldi),1 Tomato - chopped,1/2 teaspoon Cumin seeds (Jeera)",55,Coorg,"tomato,jackfruit seeds,ginger,tamarind water,mustard seeds,coconut,cloves garlic,curry leaves,dry red chillies,coriander seeds,cumin seeds,cinnamon stick,turmeric powder,cloves,kala chana",15,short knot husband,['raw jackfruit & black chickpea stir fry'],"short knot husband, raw jackfruit & black chickpea stir fry"
Whole Wheat Crepe Recipe With Herbed Vegetables,"1/4 cup Cheese spread - flavoured,Salt - to taste,2 sprig Parsley leaves - roughly chopped,1 teaspoon Italian seasoning,1 cup Whole Wheat Flour,1 Red Bell pepper (Capsicum) - diced,1 pinch Salt,1 Broccoli - cut into florets,1 Onion - thinly sliced",55,Coorg,"salt,wheat flour,red bell pepper,cheese flavoured,italian,parsley leaves,onion,broccoli",8,whole wheat crepe with herbed vegetables,[],whole wheat crepe with herbed vegetables
Makki and Methi Roti Recipe,"1 tablespoon Ajwain (Carom seeds),Salt - to taste,2 cups Makki Ka Atta (Yellow Corn Meal Flour),1 1/2 cups Methi Leaves (Fenugreek Leaves) - chopped,2 Green Chillies - chopped,1 tablespoon Kashmiri Red Chilli Powder",30,Punjabi,"salt,makki ka atta,kashmiri red chilli powder,ajwain,methi leaves,green chillies",6,makki and methi roti,[],makki and methi roti
Cabbage and Carrot Sambharo Recipe - Gujarati Vegetable Stir Fry,"1 teaspoon Sugar,1/2 teaspoon Turmeric powder (Haldi),Salt - to taste,1 teaspoon Lemon juice,1 teaspoon Mustard seeds,3 Carrots (Gajjar) - grated,1 Green Bell Pepper (Capsicum) - thinly sliced,1/4 teaspoon Asafoetida (hing),3 cups Cabbage (Patta Gobi/ Muttaikose) - shredded,1 teaspoon Sunflower Oil,3 Green Chillies - slit lengthwise,1 sprig Curry leaves",30,Gujarati Recipes﻿,"salt,mustard seeds,asafoetida,carrot,curry leaves,sugar,lemon,green bell pepper,turmeric powder,green chillies,cabbage,sunflower oil",12,cabbage and carrot sambharo,['gujarati vegetable stir fry'],"cabbage and carrot sambharo, gujarati vegetable stir fry"
Whole Wheat Pita Bread Recipe,"1-1/2 cups All Purpose Flour (Maida),1-1/4 cups Lukewarm Water,1-1/2 cups Whole Wheat Flour,2 tablespoons Extra Virgin Olive Oil,2 teaspoons Active dry yeast,1-1/2 teaspoons Sugar,1/2 teaspoons Salt",70,Continental,"salt,wheat flour,water,dry yeast,virgin olive oil,sugar,flour",7,whole wheat pita bread,[],whole wheat pita bread
Andhra Steel Tomato Knock Recipe (Tomato Chutney),"1 teaspoon Tamarind Paste,1/2 teaspoon Turmeric powder (Haldi),8 Dry Red Chillies - adjustable,2 teaspoons Red Chilli powder - optional,8 cloves Garlic,Salt - to taste,1 kg Tomatoes,1 teaspoon Methi Seeds (Fenugreek Seeds),1 tablespoon Mustard seeds,Sunflower Oil",75,Andhra,"tomato,salt,mustard seeds,red chilli powder,cloves garlic,dry red chillies,methi seeds,tamarind paste,turmeric powder,sunflower oil",10,andhra steel tomato knock,['tomato chutney'],"andhra steel tomato knock, tomato chutney"
Herbal Brown Rice Recipe - Herbal Brown Rice Recipe,"1-1 / 2 cup brown rice, 3 tsp rosemary, water - According to use, 4 tsp red chilli flakes, 3 tsp oregano, salt - as per taste, oil, 2 onions - finely chopped, 4 long garlic - finely chopped",30,Continental,"salt,brown rice,rosemary,red chilli flakes,water,onion,garlic,oil,oregano",9,herbal brown rice,[],herbal brown rice
Rajasthani very roti recipe,"Water - as required,Ghee - as required,1 cup Whole Wheat Flour,Salt - to taste",45,Rajasthani,"salt,wheat flour,water,ghee",4,rajasthani very roti,[],rajasthani very roti
Peerkangai Thogayal Recipe (Ridge Gourd Peel Chutney),"2 cups Ridge Gourd Skin (Turai/ Peerkangai),3 Dry Red Chillies,5 Methi Seeds (Fenugreek Seeds),Salt - to taste,10 Curry leaves,1/4 teaspoon Mustard seeds,30 grams Tamarind,2 Dry Red Chillies,1 teaspoon Sunflower Oil,3-4 Curry leaves,2 teaspoons White Urad Dal (Split)",25,South Indian Recipes,"salt,ridge gourd skin,mustard seeds,curry leaves,white urad dal,dry red chillies,methi seeds,tamarind,sunflower oil",9,peerkangai thogayal,['ridge gourd peel chutney'],"peerkangai thogayal, ridge gourd peel chutney"
Dalia Pakora Recipe - Dalia Pakora Recipe,"1 Green Chilli - finely chopped,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Enos fruit salt,Salt - to taste,1/2 teaspoon Sunflower Oil,Sunflower Oil - as required to fry the pakoras,1 cup Broken Wheat (Dalia/ Godumai Rava),1/4 cup Coriander (Dhania) Leaves - finely chopped,1 Onion - finely chopped,1 tablespoon Sunflower Oil,1/2 teaspoon Ajwain (Carom seeds),Water - as required to make a thick pakora batter,1/3 cup Gram flour (besan),1/2 teaspoon Cumin seeds (Jeera)",25,Indian,"salt,wheat,water make pakora batter,enos fruit salt,green chilli,coriander leaves,ajwain,sunflower oil the pakoras,gram flour,onion,cumin seeds,turmeric powder,sunflower oil",13,dalia pakora,[],dalia pakora
Paneer Tikka Saddle Roll Recipe,"Ghee - for cooking,1/2 teaspoon Turmeric powder (Haldi),1/4 cup Hung Curd (Greek Yogurt),1/4 cup Mint Leaves (Pudina) - finely chopped,1 tablespoon Gram flour (besan),1/2 Lemon - juice extracted,Salt - to taste,1 teaspoon Garam masala powder,1 Coal - for giving a smoked flavour,1 tablespoon Kasuri Methi (Dried Fenugreek Leaves),4 cloves Garlic - finely chopped,1/4 cup Mint Leaves (Pudina) - chopped,200 grams Paneer (Homemade Cottage Cheese) - thinly sliced,1 Green Bell Pepper (Capsicum) - thinly sliced,2 cups Whole Wheat Flour,1 tablespoon Ghee - for cooking,2 Onion - thinly sliced,1 inch Ginger - finely chopped,1 teaspoon Chaat Masala Powder",60,Bengali Recipes,"salt,wheat flour,hung curd,ginger,ghee,paneer,chaat masala powder,cloves garlic,gram flour,onion,lemon,coal giving smoked flavour,green bell pepper,mint leaves,turmeric powder,kasuri methi,garam masala powder",17,paneer tikka saddle roll,[],paneer tikka saddle roll
Pan Fried Rice Balls Filled With Cheese Recipe,"3 Whole Eggs - beaten with a fork,2 tablespoon Extra Virgin Olive Oil,2 tablespoon Butter (unsalted),1 cup All Purpose Flour (Maida),1 cup Sweet corn,Sunflower Oil - for deep frying,1 cup Mozzarella cheese - cut into small cubes,1 Onion - finely chopped,2 cups Jasmine Rice,1/4 cup Parsley leaves - finely chopped,1 cup Parmesan cheese - grated,1 cup Whole Wheat Bread crumbs,1 teaspoon Salt",65,Continental,"salt,jasmine rice,eggs fork,mozzarella cheese,virgin olive oil,onion,parsley leaves,sweet corn,parmesan cheese,flour,wheat bread crumbs,butter,sunflower oil",13,pan fried rice balls filled with cheese,[],pan fried rice balls filled with cheese
Spicy Seafood Stew Casserole With Tomatoes And Lime Recipe,"2 Carrots (Gajjar),1 tablespoon Lemon juice,1 tablespoon Extra Virgin Olive Oil,5 Baby Potatoes,1 teaspoon Cumin powder (Jeera),1 Tomato,4 tablespoon Coriander (Dhania) Leaves,Salt - to taste,1 cup Chicken stock,5 cloves Garlic,250 grams Prawns,250 grams Fish fillet - basa,1/4 cup Coconut milk,2 Fresh Red chillies,1 Onion,15 Clamps,2 teaspoon Paprika powder,1 teaspoon Black pepper powder",65,South Indian Recipes,"tomato,salt,cumin powder,red chillies,fish fillet basa,paprika powder,coriander leaves,chicken stock,cloves garlic,carrot,virgin olive oil,onion,lemon,baby potatoes,black pepper powder,coconut milk,clamps,prawns",18,spicy seafood stew casserole with tomatoes and lime,[],spicy seafood stew casserole with tomatoes and lime
Spicy Chilli Garlic Noodles Recipe,"Salt - as required,Water - as required,3 Dry Red Chillies - crushed (chilli flakes),1/2 teaspoon White vinegar,1/2 teaspoon Black pepper powder,1 teaspoon Soy sauce,500 grams Hakka Noodles,15 cloves Garlic - crushed,1 tablespoon Tomato Ketchup,1/2 teaspoon Salt,1 tablespoon Sunflower Oil,1 Green Bell Pepper (Capsicum) - thinly sliced,1 tablespoon Red Chilli sauce,Sunflower Oil - as required,1 Onion - thinly sliced",40,Asian,"salt,water,cloves garlic,soy sauce,white vinegar,green bell pepper,tomato ketchup,onion,dry red chillies,black pepper powder,hakka noodles,red chilli sauce,sunflower oil",13,spicy chilli garlic noodles,[],spicy chilli garlic noodles
Chanar Dal Recipe - Bengali Steel Paneer & Potato Gravy,"1 tablespoon Panch Phoran Masala - roasted and powdered,2 Dry Red Chilli,2 Bay leaf (tej patta),1 teaspoon Cumin seeds (Jeera) - roasted and powdered,2 Potato (Aloo) - peeled and cut into cubes,Salt - to taste,1 teaspoon Red Chilli powder,1 Tomato - big sized,1 teaspoon Ginger - grated,1/2 teaspoon Sugar,1 teaspoon Turmeric powder (Haldi),Sunflower Oil - as required,200 grams Paneer (Homemade Cottage Cheese) - cut into cubes",75,Bengali Recipes,"tomato,salt,ginger,bay leaf,paneer,potato,red chilli powder,dry red chilli,sugar,cumin seeds,panch phoran masala,turmeric powder,sunflower oil",13,chanar dal,['bengali steel paneer & potato gravy'],"chanar dal, bengali steel paneer & potato gravy"
Cheesy Garlic Broccoli Nuggets Recipe,"1/4 cup Whole Wheat Bread crumbs,Salt - to taste,1-1/2 cups Broccoli - florets,2 tablespoons Corn flour,1 tablespoon Nutralite Cheesy Garlic Mayo,1/2 cup Mozzarella cheese,Nutralite Garlic & Oregano Spread - for pan roasting",35,Indian,"salt,corn flour,nutralite cheesy garlic mayo,mozzarella cheese,nutralite garlic oregano pan roasting,broccoli florets,wheat bread crumbs",7,cheesy garlic broccoli nuggets,[],cheesy garlic broccoli nuggets
Bengali radish potato vegetable recipe,"1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Mustard seeds,1/2 teaspoon Kalonji (Onion Nigella Seeds),Salt - to taste,2 Potato (Aloo) - cut into small piece,1 teaspoon Red Chilli powder,1 Onion - chopped,1 Green Chilli - chopped,3 Mooli/ Mullangi (Radish) - cut into small piece,3 tablespoons Kasundi mustard sauce,1/2 teaspoon Sugar,1 tablespoon Mustard oil - adjustable,1/2 teaspoon Cumin seeds (Jeera)",35,Bengali Recipes,"salt,kasundi mustard sauce,kalonji,green chilli,mustard oil,mustard seeds,potato,red chilli powder,sugar,onion,cumin seeds,turmeric powder,mooli mullangi",13,bengali radish potato vegetable,[],bengali radish potato vegetable
Beetroot Sambar Recipe," 1 dry red chili, asafoetida - a pinch, 1-1 / 2 cup tamarind water, 4 sprig coriander - chopped (for garnish), 1 teaspoon mustard, 1 tablespoon sambar powder, 1 cup arhar dal,1 chakundar - peel and chop, salt - as per taste, 1 teaspoon sesame oil, 5 curry leaves - chopped",55,South Indian Recipes,"salt,coriander,tamarind water,asafoetida,mustard,curry leaves,dry red chilli,chakundar,sesame oil,arhar dal,sambar powder",11,beetroot sambar,[],beetroot sambar
Kaddu Palak Roti Recipe (Pumpkin Spinach Flat Bread),"1 cup Kaddu (Parangikai/ Pumpkin) - grated (red one preferably),1/2 teaspoon Turmeric powder (Haldi),1 cup Spinach - chopped,1/2 teaspoon Coriander Powder (Dhania),1 teaspoon Red Chilli powder,1/4 teaspoon Salt,Water - as required for dough,1 cup Whole Wheat Flour,Sunflower Oil - as required for rotis,1/2 teaspoon Cumin seeds (Jeera)",35,North Indian Recipes,"salt,wheat flour,spinach,red chilli powder,sunflower oil rotis,cumin seeds,parangikai pumpkin,coriander powder,water dough,turmeric powder",10,kaddu palak roti,['pumpkin spinach flat bread'],"kaddu palak roti, pumpkin spinach flat bread"
Iranian Baida Curry Recipe,"5 cloves Garlic - chopped,1 inch Ginger - chopped,Salt - to taste,1 tablespoon Poppy seeds,1 Onion - chopped,3 Dry Red Chilli,1 tablespoon Sesame seeds (Til seeds),8 Badam (Almond),1/4 cup Fresh coconut - grated,2 tablespoon Coriander (Dhania) Seeds,1 tablespoon Jaggery,Sunflower Oil,4 Whole Egg,1 sprig Coriander (Dhania) Leaves",40,Middle Eastern,"salt,ginger,eggs,coconut,jaggery,cloves garlic,dry red chilli,coriander leaves,coriander seeds,onion,poppy seeds,badam,sesame seeds,sunflower oil",14,iranian baida curry,[],iranian baida curry
Vegan Chickpea Omelette Recipe (Spiced Chickpea Flour Pancakes),"Sunflower Oil - for cooking,Salt - to taste,1 Tomato - finely chopped,1 inch Ginger - grated,2-3 Green Chillies - finely chopped,2 cloves Garlic - grated,1 Onion - finely chopped,Coriander (Dhania) Leaves - A handful finely chopped,1 cup Gram flour (besan),1/2 teaspoon Ajwain (Carom seeds),1/4 teaspoon Asafoetida (hing),1/2 cup Coconut milk,1/4 teaspoon Baking soda,3/4 cup Water,1/4 teaspoon Turmeric powder (Haldi)",50,North Indian Recipes,"tomato,salt,ginger,asafoetida,coriander leaves,ajwain,cloves garlic,water,gram flour,baking soda,onion,coconut milk,turmeric powder,green chillies,sunflower oil",15,vegan chickpea omelette,['spiced chickpea flour pancakes'],"vegan chickpea omelette, spiced chickpea flour pancakes"
Peanut Pudding Recipe - Salt Pudding / Firm Mod Modak,"1 cups White Urad Dal (Whole) - soaked for 4 hours,1 teaspoon Sesame (Gingelly) Oil,1 inch Ginger - chopped,Salt - to taste,1/4 teaspoon Salt,1 teaspoon Mustard seeds,1 cup Rice flour,2 Green Chillies - chopped,1 cup Water,1/4 teaspoon Asafoetida (hing),1 sprig Curry leaves - finely chopped,1 teaspoon Sunflower Oil",40,Maharashtrian Recipes,"salt,ginger,sunflower oil,asafoetida,mustard seeds,sesame oil,water,curry leaves,rice flour,green chillies,white urad dal",11,peanut pudding,"['salt pudding', 'firm mod modak']","peanut pudding, salt pudding, firm mod modak"
Singapore Style Chicken Layered Fried Rice Recipe,"2 Spring Onion Greens - finely chopped,1 teaspoon Chinese 5 Spice Powder,1 teaspoon White pepper powder,1 tablespoon Sweet and Spicy Red Chilli Sauce (Tomato Chilli Sauce),1 tablespoon Vinegar,1 Carrots (Gajjar) - cubed,1/2 cup Classic Mayonnaise (With Egg),1 tablespoon Red Chilli sauce,1 Green Bell Pepper (Capsicum) - sliced,2 tablespoons Tomato Ketchup,1/2 teaspoon Cumin powder (Jeera),2 tablespoons Red Chilli sauce,2 cups Rice - soaked for 10 minutes,Salt - to taste,1 Spring Onion (Bulb & Greens) - chopped,1 tablespoon Lemon juice,3 teaspoons Sunflower Oil,2 Green Chillies - slit and roasted,1 teaspoon Garlic - minced,1 tablespoons Soy sauce,1/2 teaspoon Red Chilli powder,1 tablespoons Garlic - crushed,300 grams Boneless chicken - cut into 1/2 inch cubed,1 tablespoons Ginger - crushed,1 Onions - cubed,2 Green Chillies - chopped,250 grams Egg noodles - boiled and tossed in a teaspoon oil,1 teaspoon Black pepper powder",75,Asian,"spring onion greens,cumin powder,carrot,onion,black pepper powder,green chillies,sunflower oil,eggs noodles tossed oil,salt,soy sauce,white pepper powder,rice,chinese spice powder,red chilli powder,garlic,lemon,classic mayonnaise,sweet spicy red chilli sauce,boneless chicken,ginger,spring onion,tomato ketchup,vinegar,green bell pepper,red chilli sauce",25,singapore style chicken layered fried rice,[],singapore style chicken layered fried rice
Tofu Pulao Recipe," 3 long, 1 lentil sugar, 1 teaspoon cumin seeds, 1 tablespoon ginger garlic paste, 1 teaspoon coriander powder, 1 bay leaf, 1 cup tofu - cut, 2 tomatoes - chopped Take, coriander - to garnish, 2 onions - chopped, 2 green chillies - chopped, 1/2 capsicum (green) - red or yellow, 1/2 teaspoon turmeric powder,1 cup rice, 1/2 teaspoon garam masala powder, salt - according to taste, 1/2 teaspoon red chilli powder, 2 tablespoons ghee",65,Indian,"turmeric powder,salt,tomato take,rice,ghee,capsicum red yellow,red chilli powder,lentil sugar,ginger garlic paste,coriander,bay leaf,onion,coriander powder,tofu,green chillies,cumin seeds,garam masala powder",17,tofu pulao,[],tofu pulao
Masala Sandwich Recipe With Rocket Leaves,"2 tablespoons Coriander (Dhania) Leaves - finely chopped,2 Green Bell Pepper (Capsicum) - julienned,2 Potatoes (Aloo) - boiled and mashed,Salt - to taste,Rocket leaves - or salad leaves for the sandwich,1 inch Ginger - grated,3 Tomatoes - finely chopped,2 cloves Garlic - grated,100 grams Paneer (Homemade Cottage Cheese),Pav bhaji masala - to taste,French bread - or rye bread to make sandwiches,1 Onion - julienned",30,Fusion,"tomato,pav bhaji masala,salt,ginger,french bread rye bread,coriander leaves,paneer,rocket leaves salad leaves the sandwich,cloves garlic,onion,green bell pepper,potato",12,masala sandwich with rocket leaves,[],masala sandwich with rocket leaves
Tomato Relish Recipe,"2 cups Tomatoes - chopped,1/2 Black pepper powder,1/2 cup Red Wine Vinaigrette,Salt - to taste,2 cloves Garlic - minced,2 to 3 tablespoons Extra Virgin Olive Oil,1/2 Dried oregano,1/2 Dijon Mustard,3 tablespoon Cane sugar,1/2 Onion - finely chopped",30,Continental,"tomato,salt,red wine vinaigrette,cloves garlic,virgin olive oil,onion,black pepper powder,dijon mustard,cane sugar,dried oregano",10,tomato relish,[],tomato relish
Dubuk Vade Recipe - Khandeshi Gram Flour Dumpling Curry,"1 tablespoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1/2 cup Coriander (Dhania) Leaves - chopped,Salt - to taste,1 teaspoon Cumin seeds (Jeera),1 teaspoon Red Chilli powder,1/2 cup Gram flour (besan),1 teaspoon Salt - to taste,2 Onions - finely chopped,3 tablespoon Garam masala powder,1/4 cup Fresh coconut - grated,4 cloves Garlic - chopped",45,Maharashtrian Recipes,"salt,coriander leaves,coconut,red chilli powder,cloves garlic,gram flour,onion,cumin seeds,turmeric powder,garam masala powder",10,dubuk vade,['khandeshi gram flour dumpling curry'],"dubuk vade, khandeshi gram flour dumpling curry"
Radish Soup Recipe,"Coriander (Dhania) Leaves - as required for garnish (chopped),1/2 teaspoon Black pepper powder,Mooli/ Mullangi (Radish) - slices,8 Mooli/ Mullangi (Radish) - purple one,1/2 teaspoon Salt,2 cups Water,1/4 teaspoon Garam masala powder",40,Indian,"salt,coriander leaves,water,mooli mullangi purple,black pepper powder,mooli mullangi,garam masala powder",7,radish soup,[],radish soup
Mango Donut Cake Recipe With Chocolate Glaze,"3 Sugar - powdered,1-1/2 teaspoons Baking powder,1-1/2 cups Vivatta Maida,1/4 teaspoon Salt,1 teaspoon Vanilla Extract,1/4 cup Fresh cream,1/4 cup Sugar,1/4 cup Sunflower Oil,3/4 cup Mango Pulp (Puree),2 tablespoons Cocoa Powder,1/4 teaspoon Baking soda,150 grams Dark chocolate - chopped",51,Continental,"baking powder,salt,mango pulp,baking soda,vivatta maida,sugar,vanilla,dark chocolate,cocoa powder,sunflower oil",10,mango donut cake with chocolate glaze,[],mango donut cake with chocolate glaze
